transcript_id	X5A1	X5A2	X5A3	X5W1	X5W2	X5W3	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN5040_c0_g1_i1	4	2	11	1	2	0	6A	6W	-1.9999276994034	2.28736423956988	0.0756977844735774	0.167258648329251
TRINITY_DN36418_c0_g1_i1	5	9	0	0	0	0	6A	6W	-4.50089506556628	1.12775554213845	0.0004013394898801	0.0041161104306284
TRINITY_DN1150_c0_g1_i14	10	35	2	8	22	23	6A	6W	2.35057367998688	0.878278122052572	0.167781265764479	0.288294478706803
TRINITY_DN10639_c0_g1_i5	0	0	0	0	32	37	6A	6W	1.02441077536137	1.12409718015696	0.296988491327378	0.44950736200335
TRINITY_DN7285_c0_g1_i6	0	23	5	0	3	3	6A	6W	7.32038603419	1.8387280671694	0.0004226220762834	0.0042762531983462
TRINITY_DN21360_c0_g1_i1	2	0	1	0	0	0	6A	6W	0.974499052334403	0.531452509639825	0.279614908538843	0.429254918138126
TRINITY_DN1306_c0_g1_i2	13	32	0	4	16	13	6A	6W	1.12665087456314	5.47735974125882	0.0450556572877333	0.117229716651797
TRINITY_DN52829_c0_g1_i1	0	0	0	1	1	7	6A	6W	-6.40622930866365	0.551366027662402	0.0017667853627063	0.0125194060823396
TRINITY_DN28258_c0_g1_i1	4	1	4	2	2	6	6A	6W	-5.29053703847044	-0.148855058499536	0.0630008419264278	0.14531288380857
TRINITY_DN4390_c0_g1_i4	18	31	0	3	46	43	6A	6W	0.291939985679817	6.59650528607027	0.595629972588656	0.737030924199036
TRINITY_DN7927_c0_g1_i1	18	11	0	5	51	42	6A	6W	-9.68971816831204	3.72973792428358	3.1300366337248e-09	2.25294770398486e-07
TRINITY_DN4458_c0_g1_i1	45	86	3	7	99	89	6A	6W	2.20334080689783	1.53515653808614	0.117560991729683	0.230619724124828
TRINITY_DN5569_c0_g1_i4	0	32	0	0	14	39	6A	6W	0.988075534037208	1.87516948619855	0.531214197327633	0.68174925695756
TRINITY_DN21023_c0_g1_i1	0	5	0	0	0	3	6A	6W	1.04809722410454	2.60036141476935	0.315996323619731	0.470476864310384
TRINITY_DN895_c0_g2_i2	10	12	0	0	9	13	6A	6W	-0.75304034641311	3.08146976636638	0.535395306097206	0.685345300206889
TRINITY_DN76772_c0_g1_i1	0	1	0	0	3	7	6A	6W	-5.68317159922447	0.0700949484017496	0.0122141820821561	0.0472792530401221
TRINITY_DN2643_c0_g1_i1	0	10	8	0	6	0	6A	6W	2.01138946402344	2.35160886173673	0.059081552695803	0.142926518386795
TRINITY_DN8696_c0_g1_i1	0	1	5	0	4	0	6A	6W	2.44343230288205	1.7373971255131	0.0808315557152036	0.175978269684167
TRINITY_DN4726_c0_g1_i1	10	24	4	2	15	30	6A	6W	3.50433661999501	2.38366533802344	0.0046428168215372	0.0241787155394201
TRINITY_DN19241_c0_g1_i2	0	5	0	0	2	4	6A	6W	9.61777951525493	3.81524893242738	3.4814644818023403e-09	2.46948904965178e-07
TRINITY_DN2471_c0_g1_i2	12	9	0	0	5	12	6A	6W	0.95664121509067	6.96818273172158	0.0395758900990403	0.106859796174175
TRINITY_DN155377_c0_g1_i1	0	0	0	1	2	9	6A	6W	-4.12755887596103	0.397064757283184	0.0086575835038279	0.0373518232824666
TRINITY_DN4466_c0_g1_i4	0	10	0	0	12	10	6A	6W	0.125873465894514	3.85625429484781	0.853792483178421	0.93127914912495
TRINITY_DN6863_c0_g1_i1	0	0	1	0	1	3	6A	6W	0.836972706118834	3.36986876526548	0.221684132998083	0.358736236358465
TRINITY_DN15235_c0_g1_i1	4	6	8	0	0	0	6A	6W	0.897456434400212	2.88108804306778	0.266181796348999	0.413226836656126
TRINITY_DN20293_c0_g1_i5	2	10	2	0	0	6	6A	6W	-0.0306379552993926	2.12483167588873	0.999999999999998	1.0
TRINITY_DN19409_c0_g1_i1	0	3	8	0	0	4	6A	6W	-3.85491982258916	1.52396754703476	0.0016130747229981	0.0117204241233003
TRINITY_DN66931_c0_g1_i1	0	1	1	0	5	3	6A	6W	-5.29053703847044	-0.148855058499536	0.0630008419264278	0.14531288380857
TRINITY_DN4257_c0_g1_i10	7	12	0	1	6	3	6A	6W	9.34981674306437	3.57020660526576	3.36586267600174e-08	1.74803697962491e-06
TRINITY_DN343_c0_g1_i1	105	257	26	42	186	263	6A	6W	1.17774984701949	4.66852172280211	0.0347788179699888	0.0980910410245485
TRINITY_DN8804_c0_g1_i1	3	7	0	5	6	9	6A	6W	-0.488855879185203	3.68348930718675	0.486960649826038	0.641603802079271
TRINITY_DN5082_c0_g1_i2	0	4	1	1	8	9	6A	6W	-0.544707983171677	3.88467745412049	0.382087973800434	0.540303345323176
TRINITY_DN8049_c0_g1_i2	2	11	1	0	0	0	6A	6W	1.40589937844284	2.04395262571456	0.175861973210988	0.298874961987859
TRINITY_DN7608_c0_g1_i8	53	117	0	20	91	122	6A	6W	-2.66960744747782	0.870946932600941	0.111475053669427	0.221251881644411
TRINITY_DN4110_c0_g1_i2	14	9	0	1	9	10	6A	6W	5.99447808356545	0.871731142329871	0.0248493632969953	0.0781045867815838
TRINITY_DN13132_c0_g1_i2	5	4	0	1	2	4	6A	6W	5.66664961817057	0.658656197414202	0.0126793253692051	0.0484805294501591
TRINITY_DN107689_c0_g1_i1	0	0	1	0	1	6	6A	6W	-4.80732594206555	-0.353713689161868	0.132704187199137	0.239288499725011
TRINITY_DN2023_c0_g1_i5	16	41	0	0	2	13	6A	6W	3.69226340526707	2.74167849166442	0.0015672925107018	0.0114575584077068
TRINITY_DN16145_c0_g1_i1	0	1	5	0	5	1	6A	6W	0.388495326324006	0.922697352776849	0.760616023403615	0.865691878779434
TRINITY_DN2058_c0_g1_i2	7	38	0	0	7	10	6A	6W	-0.326656772554894	2.3801475026571	0.835236990589491	0.919192729354207
TRINITY_DN1329_c0_g1_i1	12	12	0	0	16	24	6A	6W	7.33839023087146	1.85331497168738	0.0006246775747475	0.0057679813758201
TRINITY_DN30875_c0_g1_i1	3	0	0	0	0	4	6A	6W	-5.2252428002664	-0.21684927411328	0.0630008419264278	0.14531288380857
TRINITY_DN4857_c0_g1_i1	0	1	24	2	0	6	6A	6W	2.66060156808204	3.49222118221982	0.00076811493801	0.0067374323793804
TRINITY_DN7815_c0_g1_i1	0	18	0	0	0	8	6A	6W	0.0256191663580009	0.617504365452675	1.0	1.0
TRINITY_DN12641_c0_g1_i2	4	16	0	0	1	0	6A	6W	1.59660748380668	1.49556776107312	0.122379735344153	0.238067053020172
TRINITY_DN3282_c0_g1_i5	0	60	4	0	0	0	6A	6W	3.73539131908176	3.74887573084034	0.0002385695388998	0.002743418357478
TRINITY_DN7277_c0_g1_i2	2	3	0	1	2	2	6A	6W	0.596346890246653	1.68619028417711	0.791471498847514	0.888319532083551
TRINITY_DN19473_c0_g1_i2	10	30	5	0	7	0	6A	6W	0.123024886907634	0.962621490967195	0.90083604431134	0.960922355687517
TRINITY_DN1207_c0_g1_i3	26	33	0	7	58	83	6A	6W	5.56923506249011	0.597295455024219	0.0180649709730368	0.061983788395952
TRINITY_DN33771_c0_g1_i1	44	13	3	2	0	20	6A	6W	-8.08171607109069	2.08173647238687	9.32511044473239e-05	0.0013056568580325
TRINITY_DN2415_c0_g1_i5	31	12	0	0	13	28	6A	6W	0.0753210262974191	3.49705988326059	0.914311480772396	0.968808890277214
TRINITY_DN4544_c0_g1_i1	212	332	41	55	184	284	6A	6W	1.60147998228928	3.6806010423967	0.0772671926060019	0.169862562092784
TRINITY_DN4452_c0_g1_i1	60	80	0	11	37	68	6A	6W	1.70226648535332	2.08995844319102	0.0706329031499651	0.15855387372045
TRINITY_DN7388_c0_g1_i1	0	40	0	0	8	20	6A	6W	-0.496528893174779	0.886145822979476	0.905021415177192	0.963029955212975
TRINITY_DN3441_c0_g1_i1	2	4	18	1	2	2	6A	6W	3.41583015699644	4.40061520138276	0.0022818829207855	0.014967265411732
TRINITY_DN16016_c0_g1_i3	2	7	0	0	5	4	6A	6W	0.196353052526619	0.860941894063883	0.999999999999999	1.0
TRINITY_DN1575_c0_g1_i3	3	0	0	0	3	8	6A	6W	7.89757800468308	2.30618299697086	0.0001880258847645	0.00227935381281
TRINITY_DN3_c0_g1_i1	12	25	1	11	31	55	6A	6W	-0.592524562133232	3.18987959207913	0.618993403029271	0.756722763320895
TRINITY_DN119426_c0_g1_i1	3	2	2	1	4	0	6A	6W	-3.17109478255591	0.163044500915402	0.104863476755453	0.21128759618859
TRINITY_DN8999_c0_g1_i1	0	0	8	1	1	0	6A	6W	8.3956264499311	5.85123937771191	2.6283770787637002e-18	2.0386134779783e-15
TRINITY_DN4180_c0_g1_i1	3	6	0	0	0	5	6A	6W	0.136059533516894	2.11827027056025	0.922916883804187	0.974218568584082
TRINITY_DN9624_c0_g1_i1	0	1	8	1	0	0	6A	6W	-0.0022140815443418	1.08343309644277	0.999999999999999	1.0
TRINITY_DN9691_c0_g1_i5	18	0	2	0	0	0	6A	6W	0.923658434326444	2.08030394057982	0.321744532475809	0.477075227705911
TRINITY_DN13712_c0_g1_i2	7	7	0	1	13	13	6A	6W	6.59389538263523	1.28795780137068	0.0041012254800404	0.0222358062196623
TRINITY_DN4625_c0_g1_i1	1	5	11	1	1	0	6A	6W	6.43256338917837	1.17319006364661	0.0065168644225103	0.03049569186854
TRINITY_DN128192_c0_g1_i1	1	0	2	1	0	0	6A	6W	-4.39801724724958	0.6282314592158	0.0010579983477381	0.0085612656861482
TRINITY_DN805_c0_g1_i7	9	13	0	0	12	8	6A	6W	9.1262088002114	3.36805279703142	1.01045945033952e-07	4.55013783196564e-06
TRINITY_DN117186_c0_g1_i1	60	91	5	10	114	150	6A	6W	-5.58715806844093	-0.0415112868655697	0.0332777066155218	0.0948891994409473
TRINITY_DN22843_c0_g1_i1	15	26	4	0	12	13	6A	6W	-6.28358264410243	0.499642050811486	0.0089583014698484	0.0382005136822626
TRINITY_DN1536_c0_g1_i1	4	19	0	0	15	18	6A	6W	2.84954878901214	6.32916594687146	1.10701973978131e-07	4.92350885445825e-06
TRINITY_DN6403_c0_g1_i1	4	2	16	3	3	1	6A	6W	-1.29973997697122	3.68702226391539	0.461995217493824	0.618769690385223
TRINITY_DN68883_c0_g1_i1	145	428	7	9	32	40	6A	6W	0.290295936367848	1.07144692016592	0.680539325662343	0.806135770588128
TRINITY_DN6924_c0_g1_i1	2	4	7	0	3	0	6A	6W	0.962735738108659	3.14969142217454	0.284641603411707	0.435040984970363
TRINITY_DN2172_c0_g1_i1	3	2	18	0	5	0	6A	6W	1.13290707815447	1.55314443205708	0.330713033299288	0.486729776136147
TRINITY_DN860_c0_g1_i7	20	35	12	0	22	28	6A	6W	7.31824438768627	1.83704533980044	0.0002757337451372	0.0030742168918337
TRINITY_DN12438_c0_g1_i2	20	43	0	2	24	41	6A	6W	-4.53626757182182	1.99281450832035	0.0047636711585537	0.0246487831610161
TRINITY_DN1978_c0_g2_i1	0	0	0	11	16	25	6A	6W	2.27833870964381	2.6683566379428	0.0127468907182813	0.0486895203019693
TRINITY_DN870_c0_g1_i1	25	5	28	21	17	18	6A	6W	-0.4403672891248	2.41810433613111	0.699703523030214	0.820660199830417
TRINITY_DN24430_c0_g1_i2	12	37	0	9	37	84	6A	6W	0.876902822158321	0.222248797609777	0.852660154859436	0.930623387149204
TRINITY_DN612_c0_g1_i1	7	7	22	1	11	12	6A	6W	1.94085102264365	0.681692691198318	0.448887492298368	0.605977405798743
TRINITY_DN26670_c0_g1_i1	0	0	1	0	0	3	6A	6W	6.31859499703281	1.09168567352918	0.0038051940469572	0.0212157782432667
TRINITY_DN20285_c0_g1_i3	4	5	2	0	2	3	6A	6W	0.988492755326756	4.59692291791102	0.100365898065838	0.203958624020714
TRINITY_DN50882_c0_g1_i2	16	29	0	3	38	65	6A	6W	-5.54319612022958	-0.0108208009181629	0.0393641270168834	0.106381460329486
TRINITY_DN3598_c0_g1_i1	0	2	15	0	1	3	6A	6W	2.68177791496883	3.47986346905222	0.0033390212005915	0.0193822975769948
TRINITY_DN2035_c0_g1_i1	8	25	6	1	11	20	6A	6W	-1.99846526890313	2.73200122553961	0.314210899706321	0.468610600911494
TRINITY_DN3800_c0_g1_i2	13	15	0	0	21	15	6A	6W	2.9422875241313	1.11356068177938	0.0257029585424157	0.079970721866156
TRINITY_DN10218_c0_g1_i3	2	7	0	0	0	0	6A	6W	0.805702238417568	0.708330868146451	0.675958387710992	0.80254163108572
TRINITY_DN102862_c0_g1_i1	0	0	0	0	3	6	6A	6W	-4.62356050203348	-0.437699512629473	0.132704187199137	0.239288499725011
TRINITY_DN11978_c0_g1_i1	2	0	9	0	0	0	6A	6W	1.67913481928682	1.10030427607142	0.330454714014359	0.48644448491904
TRINITY_DN1689_c0_g1_i3	24	67	2	15	51	104	6A	6W	4.38017996705659	3.49916757624085	5.76243829620953e-06	0.0001423305109049
TRINITY_DN8091_c0_g1_i1	9	6	0	0	5	13	6A	6W	-0.498554745059485	1.99303907676194	0.819535076199015	0.908611671468509
TRINITY_DN28445_c0_g1_i3	0	0	1	0	3	3	6A	6W	-5.68317159922447	0.0700949484017496	0.0122141820821561	0.0472792530401221
TRINITY_DN23237_c0_g1_i3	25	49	0	5	29	31	6A	6W	-3.60121299787035	0.196991284601811	0.0128684340455099	0.0489577431865274
TRINITY_DN2061_c0_g1_i2	2	4	0	0	2	0	6A	6W	1.09161848842046	5.19158520896692	0.0898814455972546	0.187213024930325
TRINITY_DN3469_c0_g1_i2	5	16	0	6	11	16	6A	6W	0.952860792690908	4.07555180179935	0.200442174810816	0.331260261061482
TRINITY_DN860_c0_g1_i28	1	33	0	2	9	10	6A	6W	5.96210403497322	0.846420920882649	0.0696185185047975	0.156879374113651
TRINITY_DN7895_c0_g1_i2	29	44	0	3	68	69	6A	6W	1.76906020670633	0.663109851477425	0.507878470252945	0.66066870630368
TRINITY_DN11566_c0_g1_i1	4	0	0	0	11	39	6A	6W	5.92807246132417	0.826303858789049	0.0125205904890432	0.0480129528359755
TRINITY_DN609_c0_g1_i13	0	85	0	8	0	50	6A	6W	9.9799828487705	4.15116453908173	1.44179600124414e-10	1.51271924069852e-08
TRINITY_DN5089_c0_g1_i1	459	624	76	118	429	638	6A	6W	0.393268401808212	5.43292680265704	0.43873677460766	0.596162218571359
TRINITY_DN4460_c0_g1_i3	6	34	0	0	7	22	6A	6W	2.7687830517598	2.53856593728934	0.0113225242950672	0.0450975193569288
TRINITY_DN2698_c0_g1_i3	0	4	0	0	0	10	6A	6W	1.33542867214754	4.29593466848031	0.0383247135561474	0.105415889322534
TRINITY_DN6204_c0_g1_i1	0	1	12	0	3	2	6A	6W	8.07639348565264	2.45491763667008	5.6403984563967e-05	0.0008666549493389
TRINITY_DN5731_c0_g1_i1	17	60	0	0	43	156	6A	6W	1.55676262622459	4.46223727368337	0.0976125095775917	0.199329735546712
TRINITY_DN3546_c0_g1_i4	15	21	0	0	12	5	6A	6W	4.35731643598762	3.35794061650037	1.12020767108504e-05	0.0002388673042934
TRINITY_DN17388_c0_g1_i1	0	2	3	0	4	0	6A	6W	0.857908878134315	4.93432623170452	0.397023475031051	0.555721823152531
TRINITY_DN21036_c0_g1_i2	0	0	0	0	6	9	6A	6W	1.22466220111797	0.920119452863381	0.420648979871094	0.578875318503035
TRINITY_DN10641_c0_g1_i1	0	1	18	0	3	1	6A	6W	7.32725422436808	1.8468950985094	0.0013798718131079	0.010446719726477
TRINITY_DN141451_c0_g1_i1	1	1	1	0	0	3	6A	6W	-5.29053703847044	-0.148855058499536	0.0630008419264278	0.14531288380857
TRINITY_DN2962_c0_g1_i3	4	14	0	0	0	16	6A	6W	-0.789210998328082	2.60337881065506	0.49795993405151	0.651483319463834
TRINITY_DN12277_c0_g1_i5	1	11	4	1	0	0	6A	6W	-0.53778549026548	2.83514487867754	0.523703973908016	0.675169970307429
TRINITY_DN19478_c0_g1_i3	0	10	6	6	18	14	6A	6W	2.37570500440696	0.761286558812754	0.079206225259023	0.173175716330459
TRINITY_DN13322_c0_g1_i1	22	21	1	5	19	26	6A	6W	0.903853717889088	2.09491174953353	0.356944969606954	0.513944030476773
TRINITY_DN946_c0_g1_i3	0	18	0	0	5	5	6A	6W	0.662327728116866	4.04890793563891	0.330208010405456	0.486141686178339
TRINITY_DN19048_c0_g1_i5	13	24	5	0	16	19	6A	6W	-1.60211543402451	0.957038573906062	0.140227570531338	0.250400772570064
TRINITY_DN8868_c0_g1_i6	21	0	0	0	12	0	6A	6W	1.49500195022481	0.463164305417472	0.574909200667237	0.719425353929051
TRINITY_DN9077_c0_g1_i1	0	4	15	0	1	2	6A	6W	1.28382884349516	0.856129134439994	0.413981456522948	0.572450056788843
TRINITY_DN7104_c0_g1_i2	7	16	24	1	5	7	6A	6W	1.94040042535462	1.35854230957917	0.197775530893619	0.327714666754365
TRINITY_DN4619_c0_g1_i1	3	0	18	1	0	1	6A	6W	-0.0880828979757111	0.696817959220466	1.0	1.0
TRINITY_DN80110_c0_g1_i1	0	0	0	1	7	5	6A	6W	-4.62356050203348	-0.437699512629473	0.132704187199137	0.239288499725011
TRINITY_DN9295_c0_g1_i1	4	17	0	0	0	17	6A	6W	-0.751403703411165	1.7839478805614	0.562974619402506	0.709325114453655
TRINITY_DN12341_c0_g1_i1	3	1	4	1	4	4	6A	6W	0.857627941419745	4.07673266469071	0.372451190841906	0.53027219946751
TRINITY_DN100113_c0_g1_i1	2	3	0	0	4	7	6A	6W	-5.05571068391407	-0.274427410422614	0.0900253931018956	0.187213024930325
TRINITY_DN15785_c0_g1_i3	0	34	0	0	4	0	6A	6W	6.64918075452412	1.32910063142875	0.0029834982476785	0.0179787614778601
TRINITY_DN5049_c0_g1_i7	16	43	0	4	52	85	6A	6W	-0.502743717427066	4.55433620610973	0.505930821498109	0.658827019926716
TRINITY_DN2327_c0_g1_i2	0	7	19	2	9	11	6A	6W	5.74832177027491	3.32889703008056	2.84290167030434e-06	7.94127406665188e-05
TRINITY_DN2670_c0_g1_i3	4	5	13	0	4	4	6A	6W	0.29326918951757	7.62043452877223	0.510282069572266	0.662829181510259
TRINITY_DN616_c0_g1_i4	16	8	16	3	13	36	6A	6W	1.14076096049093	2.18900696557069	0.328134219193504	0.484006452580541
TRINITY_DN12414_c0_g1_i2	12	13	0	0	4	0	6A	6W	1.983938398353	1.23179434232987	0.0916564351439382	0.189867439009325
TRINITY_DN22297_c0_g1_i1	2	5	0	0	0	0	6A	6W	5.67449216593641	0.669287692799402	0.105551894083928	0.212257262949341
TRINITY_DN5587_c0_g1_i1	0	1	8	1	0	2	6A	6W	-1.63794721822876	2.38743087282713	0.257876787287835	0.403382385332292
TRINITY_DN295_c0_g1_i1	26	59	8	6	37	53	6A	6W	4.33400310389137	5.00169838887426	5.52740374966509e-05	0.0008536002318356
TRINITY_DN37445_c0_g1_i1	3	0	1	1	0	2	6A	6W	-4.199804127997	1.87855131610613	0.0032907059811726	0.019268960705814
TRINITY_DN2303_c0_g1_i12	0	5	0	256	519	724	6A	6W	4.27418711937013	4.08457747200358	0.0003204957861011	0.0034592620346366
TRINITY_DN26620_c0_g1_i1	8	10	0	0	11	4	6A	6W	1.8238419170202	0.988940323636604	0.150778551515173	0.265003902584757
TRINITY_DN3624_c0_g1_i1	37	81	2	15	104	166	6A	6W	-1.46039374187548	3.72640981155581	0.109425046614002	0.218274102717045
TRINITY_DN675_c1_g1_i2	26	39	0	5	30	59	6A	6W	2.84696123220366	6.67734933527453	4.26721683531061e-07	1.57535850702519e-05
TRINITY_DN9042_c0_g1_i4	40	164	0	9	36	96	6A	6W	0.87847035087642	4.14605959290743	0.351190015979865	0.507664704197773
TRINITY_DN21608_c0_g1_i3	0	0	0	12	7	37	6A	6W	-0.95331581086487	0.529190186726226	0.724810670163704	0.839710065112513
TRINITY_DN13913_c0_g1_i1	2	2	0	0	4	7	6A	6W	0.553520513253841	1.39215724784781	0.533498678700139	0.683771757536496
TRINITY_DN205_c0_g1_i3	25	18	0	2	5	38	6A	6W	0.723462681875223	5.33926644207828	0.196047987644616	0.325515045967916
TRINITY_DN2886_c0_g1_i10	0	25	5	7	0	23	6A	6W	6.45669392290938	1.18927483094267	0.0060777657237181	0.0291375342370223
TRINITY_DN120143_c0_g1_i1	0	0	0	1	3	2	6A	6W	-5.14485706566382	-0.203719208685855	0.0900253931018956	0.187213024930325
TRINITY_DN106458_c0_g1_i1	0	2	0	1	3	0	6A	6W	-3.16794657576875	-0.076340192312185	0.0689319460487051	0.155823036377525
TRINITY_DN2166_c0_g1_i1	48	96	31	16	107	118	6A	6W	5.44125074356337	0.519391135460821	0.0585980179698161	0.141992399520716
TRINITY_DN5361_c0_g1_i2	2	3	0	0	10	11	6A	6W	-0.0818295505510205	1.76624571522999	1.0	1.0
TRINITY_DN10472_c0_g1_i3	5	3	1	0	3	2	6A	6W	0.0012820948029439	1.74901355737237	1.0	1.0
TRINITY_DN7730_c0_g1_i1	2	2	13	0	0	1	6A	6W	4.00187772156644	7.04675184570661	0.0003087088475036	0.0033604480539312
TRINITY_DN2276_c0_g1_i6	6	18	0	0	0	0	6A	6W	1.98043354070616	3.67855031965489	0.0282675575441037	0.0851031295125411
TRINITY_DN1864_c0_g1_i1	3	4	1	0	3	3	6A	6W	-0.639827303694628	6.03832729210772	0.377298306756647	0.535384295961521
TRINITY_DN91816_c0_g1_i1	0	1	1	0	4	0	6A	6W	-3.3880934554046	1.04223039865782	0.0013517734750678	0.010304494577878
TRINITY_DN3232_c0_g1_i2	0	18	0	0	23	26	6A	6W	2.53304847634524	4.49404249154518	0.0003091399542289	0.0033633762377312
TRINITY_DN7829_c0_g1_i4	0	0	0	1	0	8	6A	6W	2.56162894034247	3.001744816521	0.0207630923546288	0.0689315064246338
TRINITY_DN62199_c0_g1_i2	2	5	1	2	5	2	6A	6W	-4.62356050203348	-0.437699512629473	0.132704187199137	0.239288499725011
TRINITY_DN4982_c1_g1_i1	0	0	14	1	3	6	6A	6W	-0.266758746525175	1.1290250617725	0.906279476947931	0.963825871544189
TRINITY_DN3996_c0_g2_i1	3	4	0	1	9	14	6A	6W	0.326204159570951	5.49285298801717	0.588135334887944	0.730862360363692
TRINITY_DN22325_c0_g1_i8	20	14	3	6	15	17	6A	6W	-7.85836146537911	3.24756717273885	4.86345438525505e-05	0.0007739653746628
TRINITY_DN111813_c0_g1_i1	3	1	5	0	0	0	6A	6W	-2.77607511418547	0.612503335480593	0.0079785830692297	0.0352245232204728
TRINITY_DN35787_c0_g1_i1	0	4	1	4	1	0	6A	6W	-5.29053703847044	-0.148855058499536	0.0630008419264278	0.14531288380857
TRINITY_DN7619_c0_g1_i1	3	3	8	2	17	24	6A	6W	5.5197141284889	0.566831979984665	0.031432868269794	0.0913455133615266
TRINITY_DN11051_c0_g1_i1	0	5	16	1	1	2	6A	6W	3.36328824853641	1.40515292650563	0.0075487234303804	0.0338397939939881
TRINITY_DN2154_c0_g1_i1	20	15	1	6	32	27	6A	6W	3.68484980533541	8.20157606050419	6.84292302078752e-07	2.35839295854725e-05
TRINITY_DN98883_c0_g1_i1	0	0	3	1	1	0	6A	6W	-2.30352712446936	0.211891311565303	0.0650304119868874	0.148895869834095
TRINITY_DN420_c0_g1_i2	4	11	0	2	6	0	6A	6W	-1.03056741766247	4.41577024561208	0.0837374994218066	0.180904824014451
TRINITY_DN22930_c0_g1_i1	6	0	2	6	6	8	6A	6W	0.782699531842278	0.588844395208253	0.849729003500102	0.928919591778768
TRINITY_DN6859_c0_g1_i2	15	15	1	0	20	34	6A	6W	-0.948049558587151	0.407410015366464	0.748034148991164	0.856364312824851
TRINITY_DN7583_c0_g1_i5	9	8	0	2	11	15	6A	6W	5.83114659575601	0.76539724611118	0.0125297617468704	0.0480436821814137
TRINITY_DN3395_c0_g1_i2	22	9	26	0	0	0	6A	6W	0.453308819069474	1.41295951436896	0.743898771699192	0.853509504127959
TRINITY_DN24475_c0_g1_i1	3	6	0	0	8	6	6A	6W	-4.94746336583369	2.67822785511997	6.20068095310849e-06	0.0001512641719516
TRINITY_DN4939_c0_g1_i1	3	4	17	0	3	2	6A	6W	1.59155221832475	5.47679903340766	0.010946031720744	0.0439127624179481
TRINITY_DN47475_c0_g1_i1	14	29	2	3	38	49	6A	6W	-7.3823955438043	1.27416632867899	0.0054256808450392	0.0269840402115811
TRINITY_DN23483_c0_g1_i1	4	5	0	0	4	0	6A	6W	-1.47949989124973	0.291849547453208	0.397816589416164	0.556495298468436
TRINITY_DN12250_c0_g1_i1	1	5	0	0	5	2	6A	6W	-2.15493577054267	2.48458180588203	0.0108522780162496	0.043848169661469
TRINITY_DN166541_c0_g1_i1	3	0	1	0	0	0	6A	6W	-3.67797734589871	1.56920869409066	0.0004948036756758	0.0048265458213465
TRINITY_DN3385_c0_g1_i1	124	325	7	223	979	1477	6A	6W	1.23590056699865	0.975129129842864	0.603860115087111	0.743876425874936
TRINITY_DN1486_c0_g1_i1	64	13	3	17	15	16	6A	6W	0.788539311323545	3.91855897220559	0.302100373995459	0.454929363253382
TRINITY_DN12665_c0_g1_i2	4	26	1	8	13	37	6A	6W	5.79603731684829	0.740613407394999	0.018388446362799	0.0626699335589934
TRINITY_DN253_c0_g1_i3	0	8	0	0	6	30	6A	6W	-3.33504698856723	1.63580812262994	0.0764588491688029	0.168617037398175
TRINITY_DN761_c0_g1_i12	0	9	0	1	4	0	6A	6W	1.7985618404974	4.64751898631909	0.0020411756661776	0.0139169260851359
TRINITY_DN3949_c0_g1_i1	0	3	8	0	4	2	6A	6W	0.175821381943248	1.05343130222476	0.895121763166131	0.957323925264961
TRINITY_DN21039_c0_g1_i1	1	1	3	0	2	3	6A	6W	0.461886507317397	1.08596453211449	0.886724657020428	0.952349393158198
TRINITY_DN9110_c0_g1_i3	4	8	36	0	6	7	6A	6W	6.31800091468674	1.09246812450665	0.0022820560174346	0.014967265411732
TRINITY_DN10346_c0_g1_i1	2	6	19	2	6	2	6A	6W	-0.287030595293192	0.796788009913481	1.0	1.0
TRINITY_DN4472_c0_g1_i1	2	2	10	0	2	2	6A	6W	-0.646707877924277	2.65661005148066	0.593547446771099	0.735265260914699
TRINITY_DN8509_c0_g1_i1	2	0	2	0	0	0	6A	6W	-3.30814766756035	3.01118064513245	0.0009055189562312	0.0076116604574685
TRINITY_DN14089_c0_g1_i1	37	41	2	0	6	3	6A	6W	-2.53389122412698	0.0063627219990398	0.241882434076273	0.383649283052213
TRINITY_DN81603_c0_g1_i1	0	0	2	1	0	0	6A	6W	-4.8850063210696	-0.330530179454674	0.132704187199137	0.239288499725011
TRINITY_DN7977_c0_g1_i4	42	8	0	15	40	44	6A	6W	6.74004746224083	1.39587761991072	0.0025560562334854	0.0161823595813068
TRINITY_DN7079_c0_g1_i9	0	18	0	0	30	57	6A	6W	-4.08308542354174	2.19662652633973	0.0011605259065616	0.0091937004115556
TRINITY_DN12299_c0_g1_i2	0	6	0	0	0	15	6A	6W	1.29587319195295	1.68295044152995	0.192154294541263	0.320486285059466
TRINITY_DN3961_c0_g1_i1	3	12	0	5	5	23	6A	6W	-10.4220427422557	5.85840860764362	3.20692713184567e-17	1.8611614657273e-14
TRINITY_DN5751_c0_g1_i1	4	0	1	0	1	3	6A	6W	-0.0543909642600467	4.39647583745746	0.963159550713425	1.0
TRINITY_DN10983_c0_g1_i1	7	0	0	0	4	0	6A	6W	0.719804978810077	3.30469403883428	0.347733803205534	0.503731472540243
TRINITY_DN5102_c0_g1_i4	6	24	0	5	16	12	6A	6W	1.84675478158226	2.3781947573092	0.0988075668697097	0.201264972684487
TRINITY_DN5347_c0_g1_i1	0	1	4	0	3	2	6A	6W	-0.808713967209485	1.45448456411866	0.583148152271081	0.726540085207487
